charged_body      2.000      10.000
     0.410      2.000      0.000      0.238        0.000      0.000      2.722
     0.420      2.000      0.000      0.256        0.000      0.000      2.806
     0.430      2.000      0.000      0.274        0.000      0.000      2.892
     0.440      2.000      0.000      0.294        0.000      0.000      2.980
     0.450      2.000      0.000      0.314        0.000      0.000      3.070
     0.460      2.000      0.000      0.335        0.000      0.000      3.162
     0.470      2.000      0.000      0.357        0.000      0.000      3.256
     0.480      2.000      0.000      0.380        0.000      0.000      3.352
     0.490      2.000      0.000      0.404        0.000      0.000      3.450
     0.500      2.000      0.000      0.429        0.000      0.000      3.550
     0.510      2.000      0.000      0.455        0.000      0.000      3.652
     0.520      2.000      0.000      0.482        0.000      0.000      3.756
     0.530      2.000      0.000      0.510        0.000      0.000      3.862
     0.540      2.000      0.000      0.540        0.000      0.000      3.970
     0.550      2.000      0.000      0.570        0.000      0.000      4.080
     0.560      2.000      0.000      0.601        0.000      0.000      4.192
     0.570      2.000      0.000      0.634        0.000      0.000      4.306
     0.580      2.000      0.000      0.667        0.000      0.000      4.422
     0.590      2.000      0.000      0.702        0.000      0.000      4.540
     0.600      2.000      0.000      0.738        0.000      0.000      4.660
     0.610      2.000      0.000      0.775        0.000      0.000      4.782
     0.620      2.000      0.000      0.814        0.000      0.000      4.906
     0.630      2.000      0.000      0.853        0.000      0.000      5.032
     0.640      2.000      0.000      0.894        0.000      0.000      5.160
     0.650      2.000      0.000      0.937        0.000      0.000      5.290
     0.660      2.000      0.000      0.980        0.000      0.000      5.422
     0.670      2.000      0.000      1.025        0.000      0.000      5.556
     0.680      2.000      0.000      1.071        0.000      0.000      5.692
     0.690      2.000      0.000      1.119        0.000      0.000      5.830
     0.700      2.000      0.000      1.168        0.000      0.000      5.970
     0.710      2.000      0.000      1.218        0.000      0.000      6.112
     0.720      2.000      0.000      1.270        0.000      0.000      6.256
     0.730      2.000      0.000      1.323        0.000      0.000      6.402
     0.740      2.000      0.000      1.378        0.000      0.000      6.550
     0.750      2.000      0.000      1.434        0.000      0.000      6.700
     0.760      2.000      0.000      1.492        0.000      0.000      6.852
     0.770      2.000      0.000      1.552        0.000      0.000      7.006
     0.780      2.000      0.000      1.612        0.000      0.000      7.162
     0.790      2.000      0.000      1.675        0.000      0.000      7.320
     0.800      2.000      0.000      1.739        0.000      0.000      7.480
     0.810      2.000      0.000      1.804        0.000      0.000      7.642
     0.820      2.000      0.000      1.872        0.000      0.000      7.806
     0.830      2.000      0.000      1.941        0.000      0.000      7.972
     0.840      2.000      0.000      2.011        0.000      0.000      8.140
     0.850      2.000      0.000      2.083        0.000      0.000      8.310
     0.860      2.000      0.000      2.157        0.000      0.000      8.482
     0.870      2.000      0.000      2.233        0.000      0.000      8.656
     0.880      2.000      0.000      2.310        0.000      0.000      8.832
     0.890      2.000      0.000      2.390        0.000      0.000      9.010
     0.900      2.000      0.000      2.471        0.000      0.000      9.190
     0.910      2.000      0.000      2.553        0.000      0.000      9.372
     0.920      2.000      0.000      2.638        0.000      0.000      9.556
     0.930      2.000      0.000      2.725        0.000      0.000      9.742
     0.940      2.000      0.000      2.813        0.000      0.000      9.930
     0.950      2.000      0.000      2.903        0.000      0.000     10.120
     0.960      2.000      0.000      2.995        0.000      0.000     10.312
     0.970      2.000      0.000      3.089        0.000      0.000     10.506
     0.980      2.000      0.000      3.185        0.000      0.000     10.702
     0.990      2.000      0.000      3.283        0.000      0.000     10.900
     1.000      2.000      0.000      3.383        0.000      0.000     11.100
     1.010      2.000      0.000      3.486        0.000      0.000     11.302
     1.020      2.000      0.000      3.590        0.000      0.000     11.506
     1.030      2.000      0.000      3.696        0.000      0.000     11.712
     1.040      2.000      0.000      3.804        0.000      0.000     11.920
     1.050      2.000      0.000      3.914        0.000      0.000     12.130
     1.060      2.000      0.000      4.026        0.000      0.000     12.342
     1.070      2.000      0.000      4.141        0.000      0.000     12.556
     1.080      2.000      0.000      4.258        0.000      0.000     12.772
     1.090      2.000      0.000      4.376        0.000      0.000     12.990
     1.100      2.000      0.000      4.497        0.000      0.000     13.210
     1.110      2.000      0.000      4.621        0.000      0.000     13.432
     1.120      2.000      0.000      4.746        0.000      0.000     13.656
     1.130      2.000      0.000      4.874        0.000      0.000     13.882
     1.140      2.000      0.000      5.004        0.000      0.000     14.110
     1.150      2.000      0.000      5.136        0.000      0.000     14.340
     1.160      2.000      0.000      5.270        0.000      0.000     14.572
     1.170      2.000      0.000      5.407        0.000      0.000     14.806
     1.180      2.000      0.000      5.547        0.000      0.000     15.042
     1.190      2.000      0.000      5.688        0.000      0.000     15.280
     1.200      2.000      0.000      5.832        0.000      0.000     15.520
     1.210      2.000      0.000      5.979        0.000      0.000     15.762
     1.220      2.000      0.000      6.127        0.000      0.000     16.006
     1.230      2.000      0.000      6.279        0.000      0.000     16.252
     1.240      2.000      0.000      6.432        0.000      0.000     16.500
     1.250      2.000      0.000      6.589        0.000      0.000     16.750
     1.260      2.000      0.000      6.748        0.000      0.000     17.002
     1.270      2.000      0.000      6.909        0.000      0.000     17.256
